University,Country,City,Global_Rank
Dokuz Eylül University,Turkey,Izmir,840
Izmir Institute of Technology,Turkey,Izmir,2568
Izmir University of Economics,Turkey,Izmir,3148
Yasar University,Turkey,Izmir,3216
Izmir Kâtip elebi University,Turkey,Izmir,5424
Bakirçay University,Turkey,Izmir,7354
Izmir Democracy University,Turkey,Izmir,7360
Erciyes University,Turkey,Kayseri,1351
Abdullah Gül University,Turkey,Kayseri,4699
Nuh Naci Yazgan University,Turkey,Kayseri,8307
Kocaeli University,Turkey,Kocaeli,2091
Gebze Technical University,Turkey,Kocaeli,4748
Selçuk University,Turkey,Konya,1641
Necmettin Erbakan University,Turkey,Konya,3010
KTO Karatay University,Turkey,Konya,5439
Konya Food and Agriculture University,Turkey,Konya,6350
Mersin University,Turkey,Mersin,3222
Chag University,Turkey,Mersin,6177
Toros University,Turkey,Mersin,7628
Karadeniz Technical University,Turkey,Trabzon,1982
Eurasian University,Turkey,Trabzon,7389
United Arab Emirates University,United-Arab-Emirates,Abu Dhabi,1884
New York University Abu Dhabi,United-Arab-Emirates,Abu Dhabi,2218
Higher Colleges of Technology,United-Arab-Emirates,Abu Dhabi,2287
Khalifa University,United-Arab-Emirates,Abu Dhabi,2786
Abu Dhabi University,United-Arab-Emirates,Abu Dhabi,3839
Université Paris-Sorbonne Abou Dhabi,United-Arab-Emirates,Abu Dhabi,6090
Al Ain University,United-Arab-Emirates,Abu Dhabi,6766
Mohamed bin Zayed University of Artificial Intelligence,United-Arab-Emirates,Abu Dhabi,6799
Abu Dhabi Polytechnic,United-Arab-Emirates,Abu Dhabi,8548
Khawarizmi International College,United-Arab-Emirates,Abu Dhabi,8638
Fatima College of Health Sciences,United-Arab-Emirates,Abu Dhabi,9020
Emirates College of Technology,United-Arab-Emirates,Abu Dhabi,9641
Emirates College for Advanced Education,United-Arab-Emirates,Abu Dhabi,10236
Abu Dhabi School of Management,United-Arab-Emirates,Abu Dhabi,10405
Mohammed V University Abu Dhabi,United-Arab-Emirates,Abu Dhabi,11292
European International College,United-Arab-Emirates,Abu Dhabi,11407
New York Institute of Technology Abu Dhabi,United-Arab-Emirates,Abu Dhabi,12664
Ajman University,United-Arab-Emirates,Ajman,4548
Gulf Medical University,United-Arab-Emirates,Ajman,6842
City University College of Ajman,United-Arab-Emirates,Ajman,9720
University College of Mother and Family Sciences,United-Arab-Emirates,Ajman,12097
Zayed University,United-Arab-Emirates,Dubai,3049
American University in Dubai,United-Arab-Emirates,Dubai,3719
University of Wollongong in Dubai,United-Arab-Emirates,Dubai,5149
Middlesex University Dubai,United-Arab-Emirates,Dubai,6407
Emirates Aviation University,United-Arab-Emirates,Dubai,6806
Mohammed Bin Rashid University of Medicine and Health Sciences,United-Arab-Emirates,Dubai,6977
Canadian University of Dubai,United-Arab-Emirates,Dubai,7150
The British University in Dubai,United-Arab-Emirates,Dubai,7249
University of Dubai,United-Arab-Emirates,Dubai,7347
American University in the Emirates,United-Arab-Emirates,Dubai,7419
Mohammed Bin Rashid School of Government,United-Arab-Emirates,Dubai,7583
The Emirates Academy of Hospitality Management,United-Arab-Emirates,Dubai,7748
American University of Ras Al Khaimah,United-Arab-Emirates,Ras al-Khaimah,6821
Ras al-Khaimah Medical and Health Sciences University,United-Arab-Emirates,Ras al-Khaimah,9231
American University of Sharjah,United-Arab-Emirates,Sharjah,2333
University of Sharjah,United-Arab-Emirates,Sharjah,2703
Skyline University College,United-Arab-Emirates,Sharjah,6264
Al Qasimia University,United-Arab-Emirates,Sharjah,8082
Andijon Davlat Tibbiyot Instituti,Uzbekistan,Andijan,7423
Andijon Davlat Universiteti,Uzbekistan,Andijan,9515
Andijon Mashinasozlik Instituti,Uzbekistan,Andijan,10269
Andijon Qishloq Xo’jalik Instituti,Uzbekistan,Andijan,10281
Buxoro Davlat Universiteti,Uzbekistan,Bukhara,7209
Abu Ali ibn Sino nomidagi Buxoro Davlat Tibbiyot Instituti,Uzbekistan,Bukhara,9047
Buxoro muhandislik-texnologiya instituti,Uzbekistan,Bukhara,10498
Farg’ona Davlat Universiteti,Uzbekistan,Fergana,9005
Qo’qon Davlat Pedagogika Instituti,Uzbekistan,Fergana,9542
Farg’ona Politexnika Instituti,Uzbekistan,Fergana,9571
Jizzax Davlat Pedagogika Instituti,Uzbekistan,Jizzakh,6524
Jizzax Politexnika Instituti,Uzbekistan,Jizzakh,10626
Qoraqalpoq Davlat Universiteti,Uzbekistan,Karakalpakstan,7737
Nukus Davlat Pedagogika Instituti,Uzbekistan,Karakalpakstan,9541
Namangan Davlat Universiteti,Uzbekistan,Namangan,6860
Namangan Muhandislik-Texnologiya Instituti,Uzbekistan,Namangan,9016
Namangan muhandislik qurilish instituti,Uzbekistan,Namangan,10369
Navoiy Davlat Pedagogika Instituti,Uzbekistan,Navoiy,10644
Navoiy Davlat Konchilik Instituti,Uzbekistan,Navoiy,10870
Qarshi Muhandislik Iqtisodiyot Instituti,Uzbekistan,Qashqadaryo,8900
Qarshi Davlat Universiteti,Uzbekistan,Qashqadaryo,8939
Samarkand Davlat Universiteti,Uzbekistan,Samarqand,7276
Samarqand Davlat Tibbiyot Instituti,Uzbekistan,Samarqand,7351
Samarqand Davlat Arxitektura-Qurilish Instituti,Uzbekistan,Samarqand,9019
Samarqand Iqtisodiyot va Servis Instituti,Uzbekistan,Samarqand,9294
Samarqand Davlat Chet Tillar Instituti,Uzbekistan,Samarqand,9301
Samarqand Qishloq xo’jalik Instituti,Uzbekistan,Samarqand,10270
Toshkent Axborot Texnologiyalari Universiteti,Uzbekistan,Tashkent,5127
Toshkent Shahridagi Xalqaro Vestminster Universiteti,Uzbekistan,Tashkent,5777
O’zbekiston Milliy Universiteti,Uzbekistan,Tashkent,6380
Toshkent Davlat Pedagogika Universiteti,Uzbekistan,Tashkent,6449
Toshkent Moliya Instituti,Uzbekistan,Tashkent,7637
Toshkent Temir yo’l Muhandislari Instituti,Uzbekistan,Tashkent,7709
Jahon Iqtisodiyoti va Diplomatiya Universiteti,Uzbekistan,Tashkent,7779
Toshkent Davlat Texnika Universiteti,Uzbekistan,Tashkent,7861
Toshkent irrigatsiya va qishloq xo’jaligini mexanizatsiyalash muhandislari instituti,Uzbekistan,Tashkent,7917
Toshkent Shahridagi Inha Universiteti,Uzbekistan,Tashkent,7980
Toshkent Davlat Iqtisodiyot Universiteti,Uzbekistan,Tashkent,8289
Toshkent Tibbiyot Akademiyasi,Uzbekistan,Tashkent,8387
Toshkent Shahridagi Singapur Menejmentni Rivojlantirish Instituti,Uzbekistan,Tashkent,8539
"Toshkent Avtomobil Yo’llarini loyihalash, Qurish va Ekspluatatsiyasi Instituti",Uzbekistan,Tashkent,8822
Toshkent Pediatriya Tibbiyot Instituti,Uzbekistan,Tashkent,8950
O’zbekiston Davlat Jahon Tillari Universiteti,Uzbekistan,Tashkent,9043
Toshkent davlat sharqshunoslik universiteti,Uzbekistan,Tashkent,9209
Toshkent Davlat Yuridik Universiteti,Uzbekistan,Tashkent,9227
O’zbekiston davlat jismoniy tarbiya va sport universiteti,Uzbekistan,Tashkent,9455
O’zbekiston xalqaro islom akademiyasi,Uzbekistan,Tashkent,9651
Toshkentagi M. V. Lomonosov nomidagi Moskva Davlat Universiteti,Uzbekistan,Tashkent,9699
Kamoliddin Behzod Nomidagi Milliy Rassomlik Va Dizayn Instituti,Uzbekistan,Tashkent,9821
Toshkent Davlat O’zbek Tili va Adabiyoti Universiteti,Uzbekistan,Tashkent,9933
Toshkent Shahridagi Turin Politexnika Universiteti,Uzbekistan,Tashkent,9978
Toshkent Farmatsevtika Instituti,Uzbekistan,Tashkent,10012
Toshkent Kimyo-Texnologiya Instituti,Uzbekistan,Tashkent,10082
Toshkent Arxitektura Qurilish Instituti,Uzbekistan,Tashkent,10279
Rossiya iqtisodiyot universitetining Toshkent shahridagi filiali,Uzbekistan,Tashkent,10588
O’zbekiston Davlat San’at va Madaniyat Instituti,Uzbekistan,Tashkent,10620
Toshkent Davlat Stomatologiya Instituti,Uzbekistan,Tashkent,10867
Toshkent To’qimachilik va Yengil Sanoat Instituti,Uzbekistan,Tashkent,10922
O’zbekiston Davlat Konservatoriyasi,Uzbekistan,Tashkent,10946
Rossiya Davlat Neft va Gaz Universitetining Toshkent Shahridagi Filiali,Uzbekistan,Tashkent,11125
Bank-moliya Akademiyasi,Uzbekistan,Tashkent,11162
O’zbekiston Respublikasi Davlat soliq qo’mitasi huzuridagi Malaka oshirish markazi,Uzbekistan,Tashkent,11467
Toshkent viloyati chirchiq davlat pedagogika instituti,Uzbekistan,Tashkent,11570
Milliy Raqs va Xoreografiya Oliy Maktabi,Uzbekistan,Tashkent,11574
Can Tho University,Vietnam,Mekong Delta,2676
Vo Truong Toan University,Vietnam,Mekong Delta,10044
Bac Lieu University,Vietnam,Mekong Delta,10607
Hue University,Vietnam,North Central Coast,4870
Vinh University,Vietnam,North Central Coast,5971
Hong Duc University,Vietnam,North Central Coast,7644
Thai Nguyen University,Vietnam,Northern Region,6138
Hung Vuong University,Vietnam,Northern Region,9517
"Vietnam National University, Hanoi",Vietnam,Red River Delta,896
Hanoi University of Science and Technology,Vietnam,Red River Delta,1824
National Economics University,Vietnam,Red River Delta,2153
Foreign Trade University,Vietnam,Red River Delta,3011
Hanoi National University of Education,Vietnam,Red River Delta,3666
Thuyloi University,Vietnam,Red River Delta,4652
Hanoi Medical University,Vietnam,Red River Delta,4854
Vietnam National University of Agriculture,Vietnam,Red River Delta,5004
University of Transport and Communications,Vietnam,Red River Delta,5019
National University of Civil Engineering,Vietnam,Red River Delta,5068
Hanoi University,Vietnam,Red River Delta,5365
Thuongmai University,Vietnam,Red River Delta,5392
Hanoi University of Industry,Vietnam,Red River Delta,5395
Hanoi Law University,Vietnam,Red River Delta,5921
Vietnam Maritime University,Vietnam,Red River Delta,6126
Hanoi University of Mining and Geology,Vietnam,Red River Delta,6153
Hanoi Architectural University,Vietnam,Red River Delta,7066
Hai Phong Medical University,Vietnam,Red River Delta,7157
FPT University,Vietnam,Red River Delta,7340
Hanoi University of Pharmacy,Vietnam,Red River Delta,7388
Thai Binh University of Medicine and Pharmacy,Vietnam,Red River Delta,7492
VNU University of Science,Vietnam,Red River Delta,8020
Hanoi University of Culture,Vietnam,Red River Delta,8342
Hanoi University of Business and Technology,Vietnam,Red River Delta,8685
Phuong Dong University,Vietnam,Red River Delta,9249
Hanoi University of Industrial Fine Arts,Vietnam,Red River Delta,10064
University of Technology & Management,Vietnam,Red River Delta,10522
Hanoi Industrial Textile Garnment University,Vietnam,Red River Delta,10805
Dong Do International University,Vietnam,Red River Delta,11018
University of Hai Duong,Vietnam,Red River Delta,11654
The University of Da nang,Vietnam,South Central Coast,1856
Duy Tan University,Vietnam,South Central Coast,3242
Nha Trang University,Vietnam,South Central Coast,6155
Quy Nhon University,Vietnam,South Central Coast,7473
Mientrung University of Civil Engineering,Vietnam,South Central Coast,10254
Ho Chi Minh City University of Technology,Vietnam,Southeast Region,1827
Ho Chi Minh City University of Technology and Education,Vietnam,Southeast Region,2709
University of Economics Ho Chi Minh City,Vietnam,Southeast Region,2716
"Vietnam National University, Ho Chi Minh City",Vietnam,Southeast Region,2953
HUTECH University,Vietnam,Southeast Region,3362
VNUHCM – University of Science,Vietnam,Southeast Region,3469
Ho Chi Minh City International University,Vietnam,Southeast Region,3728
Van Lang University,Vietnam,Southeast Region,3884
Ho Chi Minh City University of Information Technology,Vietnam,Southeast Region,3957
Nguyen Tat Thanh University,Vietnam,Southeast Region,4175
The University of Medicine and Pharmacy at Ho Chi Minh City,Vietnam,Southeast Region,4192
Ho Chi Minh City University of Agriculture and Forestry,Vietnam,Southeast Region,4256
Ho Chi Minh City University of Social Sciences and Humanities,Vietnam,Southeast Region,4336
University of Economics and Law,Vietnam,Southeast Region,4517
Ho Chi Minh City University of Foreign Languages and Information Technology,Vietnam,Southeast Region,5227
Ho Chi Minh City University of Education,Vietnam,Southeast Region,5230
Saigon University,Vietnam,Southeast Region,5511
Ho Chi Minh City University of Transport,Vietnam,Southeast Region,5525
Hoa Sen University,Vietnam,Southeast Region,5719
Ho Chi Minh City University of Food Industry,Vietnam,Southeast Region,5799
Lac Hong University,Vietnam,Southeast Region,5924
Hong Bang International University,Vietnam,Southeast Region,5976
Ho Chi Minh City University of Law,Vietnam,Southeast Region,6245
Ho Chi Minh City University of Architecture,Vietnam,Southeast Region,6964
Dong Nai University of Technology,Vietnam,Southeast Region,7159
Baria Vungtau University,Vietnam,Southeast Region,7885
Saigon International University,Vietnam,Southeast Region,9124
Eastern University of Technology,Vietnam,Southeast Region,11304
University of Aden,Yemen,Aden,9826
Ibn Khaldoun University,Yemen,Aden,12326
University of Civilization,Yemen,Aden,12335
Al-Ahgaff University,Yemen,Hadhramaut,8560
Hadhramout University,Yemen,Hadhramaut,9948
Al-Rayan University,Yemen,Hadhramaut,11716
Imam Shafei College of Islamic Sciences,Yemen,Hadhramaut,12660
Ibb University,Yemen,Ibb,10555
Al Jazeera University,Yemen,Ibb,12012
Queen Arwa University,Yemen,Sanaa,6851
Sana’a University,Yemen,Sanaa,8502
Al-Razi University,Yemen,Sanaa,9112
Al-Eman University,Yemen,Sanaa,9444
Al-Nasser University,Yemen,Sanaa,9503
Lebanese International University Yemen,Yemen,Sanaa,10476
Alandalus University for Science and Technology,Yemen,Sanaa,10561
Saba University,Yemen,Sanaa,11061
Future University,Yemen,Sanaa,11235
University of Modern Sciences,Yemen,Sanaa,11369
"National University, Yemen",Yemen,Sanaa,11448
Yemenia University,Yemen,Sanaa,11735
Emirates International University,Yemen,Sanaa,11780
Yemeni University,Yemen,Sanaa,11858
Azal University of Human Development,Yemen,Sanaa,11929
Yemeni Jordanian University,Yemen,Sanaa,11973
International University of Technology Twintech,Yemen,Sanaa,12065
Al-Saeeda University,Yemen,Sanaa,12150
Dar Al-Salam International University for Science and Technology,Yemen,Sanaa,12155
Arab University for Science and Technology,Yemen,Sanaa,12212
Knowledge and Modern Science University,Yemen,Sanaa,12380
Iqra’a University for Science and Technology,Yemen,Sanaa,12390
Al-Hikma University,Yemen,Sanaa,12463
Union University of Science and Technology,Yemen,Sanaa,12661
Azal University of Science and Technology,Yemen,Sanaa,12662
British University in Yemen,Yemen,Sanaa,12663
Taiz University,Yemen,Taiz,10813
May 22 College of Applied Medical Sciences,Yemen,Taiz,12423
Universiteti Politeknik i Tirans,Albania,Tirana,6222
Universiteti i Tirans,Albania,Tirana,7063
Universiteti Epoka,Albania,Tirana,7646
Universiteti i New York-ut n Tirana,Albania,Tirana,7777
Universiteti Europian i Tirans,Albania,Tirana,7845
Universiteti Bujqsor I Tirana,Albania,Tirana,8214
Kolegji Universitar Bedr,Albania,Tirana,8384
Universiteti Polis,Albania,Tirana,8683
Universiteti Katolik Zoja e Kshillit T Mir,Albania,Tirana,8713
Universiteti Marin Barleti,Albania,Tirana,9404
Akademia e Filmit dhe Multimedias Marubi,Albania,Tirana,9406
Universiteti i Arteve,Albania,Tirana,9486
"Universiteti I Mjeksis, Tirana",Albania,Tirana,9659
Universiteti Metropolitan Tirana,Albania,Tirana,10025
Kolegji Universitar Instituti Kanadez I Teknologjis,Albania,Tirana,10227
Kolegji Universitar Luarasi,Albania,Tirana,10533
Universiteti Privat Albanian University,Albania,Tirana,10689
Universiteti Mesdhetar i Shqiperise,Albania,Tirana,10852
Universiteti I Sporteve t Tirans,Albania,Tirana,10965
Universiteti Aldent,Albania,Tirana,11633
Kolegji Universitar Wisdom,Albania,Tirana,11669
Akademia e Studimeve Albanologjike,Albania,Tirana,11675
Tirana Business University College,Albania,Tirana,11823
Kolegji Universitar Logos,Albania,Tirana,11871
Kolegji Universitar i Biznesit,Albania,Tirana,12086
Kolegji Universitar Qiriazi,Albania,Tirana,12301
Akademia Ivodent,Albania,Tirana,12409
"Universiteti Ismail Qemali, Vlor",Albania,Vlore,8400
Kolegji Universitar Pavarsia Vlor,Albania,Vlore,11332
Kolegji Universitar Reald,Albania,Vlore,12354
Fachhochschule Burgenland,Austria,Burgenland,3813
Private Pädagogische Hochschule Burgenland,Austria,Burgenland,7812
Donau-Universität Krems,Austria,Lower Austria,1321
Institute of Science and Technology Austria,Austria,Lower Austria,2019
Fachhochschule St. Pölten,Austria,Lower Austria,2562
Fachhochschule Wiener Neustadt,Austria,Lower Austria,3485
IMC Fachhochschule Krems,Austria,Lower Austria,3709
Pädagogische Hochschule Niederösterreich,Austria,Lower Austria,5005
Karl Landsteiner Privatuniversität für Gesundheitswissenschaften,Austria,Lower Austria,6238
